Ticker,Price
NWL,27.08
NWLI,293
NWN,60.9
NX,17.325
NYCB,11.765
NYMT,6.13
NYX,2.991
OA,133.44
OABC,2.991
OBAF,2.991
OBCI,3.28
OBTLY,2.9950001
OCC,2.95
OCFC,27.16
OCN,4.625
OCR,
ODFL,147.83
ODP,2.38
OFI,2.991
OFLX,72.51
OHI,28.855
OII,23.8
OIIM,1.5477
OILT,2.991
OKE,66.4116
OKS,2.991
OLBK,34.5629
OLED,100.0572
OLN,32.98
OLP,24.73
OMC,75.05
OMCL,47.3
OME,2.991
OMG,2.991
OMI,16.2975
OMPI,2.991
ON,23.915
ONB,17.575
ONE,10.3301
ONFC,2.991
ONVI,
ONXX,2.991
OPEN,
OPLK,2.991
OPNT1,2.991
OPOF,26.77
OPST,21.75
OPY,28.65
ORAN,18.01
ORB,2.991
ORBK,62.385
ORBT,6.2
ORCL,47.155
ORIT,15.175
ORLY,272.71
OSHC,2.991
OSIS,69.17
OSK,74.5
OTEX,34.85
OUTD,2.991
OUTR,
OVBC,48.0377
OVTI,
OXM,78.92
OXY,84.8425
PAA,24.13
PAAS,17.77
PAC,92.26
PACR,2.991
PACT,2.991
PACW,53.4
PARF,35.06
PARL,2.991
PATK,59.1
PAY,22.83
PAYX,63.5542
PB,74.87
PBCP,15.15
PBCT,18.5799
PBH,37.71
PBHC,15.15
PBIP,18.1
PBSK,19.2
PBSV,0.6
PCBK,
PCH,47.5
PCL,2.991
PCOM,12.28
PCP,
PCRFY,14.92
PCTI,7.03
PDCO,22.63
PDEX,6.75
PDFS,11.39
PDM,18.46
PEBK,31.6105
PEBO,36.27
PEET,2.991
PEG,51.06
PEGA,63.075
PENN,33.58
PEOP,
PEP,97.16
PERF,8.2481
PERI,0.9575
PESI,4.55
PETM,
PETS,35.2
PFBX,13.75
PFCB,2.991
PFE,35.85
PFG,59.24
PFHO,4.65
PFIN,8.2481
PFIS,46.38
PFLC,11.35
PFS,26.71
PG,73.63
PGC,32.94
PGH,0.8265
PGI,2.991
PGNX,7.495
PGR,62.09
PH,175.8
PHC,2.991
PHI,26.75
PHX,21.9
PII,107.24
PIKE,
PIR,2.18
PKBK,20.6
PKE,19.855
PKG,116.245
PKI,76.41
PKOH,40.46
PKT,
PL,2.991
PLAB,8.225
PLCE,135.15
PLCM,
PLKI,2.991
PLL,
PLOW,44.2
PLT,66.98
PLXS,60.26
PM,81.18
PMC,8.925
PMCS,
PMD,19.99
PMTI,2.991
PNC,150.775
PNFP,65.45
PNRA,
PNRG,70
PNW,78.26
PNY,2.991
POL,42.44
POOL,150.335
POPE,71.75
POR,40.91
POT,2.991
POWI,72.1
POZN,2.991
PPBI,41.25
PPG,102.24
PPL,27.67
PRA,41.1
PRAA,39.25
PRCP,9.37
PRFT,24.79
PRGO1,2.991
PRGS,37.79
PRGX,9.55
PRI,93.5
PRIM,24.96
PRK,112.29
PRLS,
PRO,33.97
PRSC,73.16
PRSI,70
PRU,100.2173
PSA,210.18
PSBH,2.991
PSBQ,71
PSE,0
PSEM,
PSMT,82.85
PSO,12.36
PSOF,2.991
PSSI,2.991
PSSR,1.8
PSTR,2.991
PTC,88.05
PTNR,3.93
PTR,78.37
PTRY,
PTX,2.65
PUK,51.85
PULB,2.991
PVH,154.25
PVSA,2.991
PVSW,2.991
PVTB,2.991
PVX,2.9950001
PWOD,45.16
PWR,36.51
PWRD,2.991
PX,158.11
PXP,2.991
PZN,9.02
PZZA,52
QADB,35.04
QCCO,0.52
QCOM,56.85
QCOR,
QCRH,47.25
QDEL,59.1
QGEN,35.45
QLGC,2.991
QLIK,2.991
QNBC,45.3
QNST,13.805
QRE,2.991
QRTEA,22.245
QSFT,2.991
QSII,14.68
QTRH,1.4
QUMU,2.11
RAI,2.991
RAIL,15.24
RAND,2.52
RAVN,40.55
RAX,400.32
RBA,33.345
RBC,79.65
RBCAA,43.36
RBLG,
RBN,2.991
RCI,48.24
RCII,9.79
RCL,107.02
RCMT,5.0451
RDA,
RDEN,2.991
RDI,15.78
RDSA,2.991
RDWR,23.76
RECN,15.675
REG,58.28
REIS,21.05
RELL,9.39
RELV,4.69
REPR,1.45
REX,74
RFMD,2.991
RFMI,2.991
RFP,9.95
RGA,151.27
RGCO,26.98
RGR,60.35
RHI,62.85
RHP,82.2
RHT,169.67
RIC,2.991
RICK,31.73
RICOY,9.6
RIO,57.98
RIVR,
RJF,93.77
RKT,
RL,109.98
RLGT,3.8
RLI,66.6
RMCF,11.545
RMD,102.53
RNST,46.89
ROC,2.991
ROCK,36.9
ROG,116.38
ROK,179.06
ROL,50.55
ROLL,121.3
ROMA,2.991
ROP,280.81
ROSE1,2.991
ROST,82.67
RPM,49.63
RPXC,10.42
RRGB,61.55
RRM,2.991
RRMS,2.991
RRTS,2.29
RS,92
RSG,67.935
RSH,2.991
RSO,9.8701
RSRV,212.5
RSTI,39.25
RT,2.991
RTEC,32.35
RTIX,4.525
RTLX,2.991
RTN,209.58
RUE,2.991
RUTH,27.5
RVBD,
RVM,
RVP,0.881516
RVR,2.991
RVSB,8.5466
RWT,16.33
RY,78.9301
SAFT,81.95
SAL,42.9253
SALM,3.4
SAM,232.1
SANM,30.6
SAP,115.96
SAPE,
SAR,21.49
SARAQ,2.993
SASR,40.57
SATS,52.64
SAVE,36.4
SBBX,30.45
SBCF,29.05
SBFC,2.993
SBFG,18.75
SBSI,33.38
SBUX,57.24
SCCO,51.8679
SCHL,42.92
SCHN,30.5
SCI,37.195
SCLN,2.993
SCMF,2.993
SCS,13.85
SCVL,24.95
SCX,6.9848
SE1,2.9950001
SEB,3963
SEE,43.85
SEIC,64.16
SEM,18.25
SEMG,25.875
SEP,33.35
SFD,2.993
SFDL,30.55
SFG,
SFLY,92.94
SFNC,30.55
SFST,47.2
SFUN,5.18
SGA,39
SGB,21.5
SGRP,1.24
SGU,9.75
SHEN,31.25
SHF,2.993
SHFL,2.993
SHLM,43.65
SHLO,8.715
SHOO,49.025
SHPG,169.0225
SHS,2.993
SHSP,8.25
SHW,383.63
SIAF,0.29555
SIAL,
SIBC,2.993
SIF,5.7333
SIFI,14.6
SIG,38.09
SIGI,55.3837
SILC,38.39
SIM,9.9158
SIRI,6.875
SIRO,
SIVB,321.2576
SJI,32.48
SJM,111.9052
SJR,20.42
SKAS,0.09
SKS,2.993
SKUL,
SLAB,103.025
SLB,71.75
SLGN,27.34
SLH,2.993
SLI,2.993
SLM,11.5
SLP,19.25
SLRC,21.39
SLXP,
SMA,2.993
SMBC,34.8
SMBK,24.15
SMFG,8.6
SMG,82.2
SMMF,26.07
SMP,43.175
SMPL1,2.993
SMRT,3.26
SMSC,2.993
SMTC,43.35
SMTX,2.62
SNA,149.27
SNBR,28.29
SNCR,6.63
SNDK,
SNFCA,5.4
SNHY,48.48
SNI,22.6
SNKI,2.993
SNMP,12.45
SNN,35.94
SNP,105.36
SNPS,90.645
SNTS,
SNX,110.65
SNY,38.64
SO,44.815
SOA,2.993
SOHU,37.26
SOMH,2.993
SON,51.42
SONA,16.6854
SONC,24.88
SP,35.5
SPAN,2.993
SPAR,15.75
SPBC,
SPDC,0.0145
SPG,158.91
SPGI,199.92
SPH,23.01
SPIL,8.59
SPLS,
SPN,11.195
SPNC,
SPND,3
SPNS,9.37
SPOK,14.45
SPPI,18.0002
SPRD,2.991
SPSC,70.6
SPTN,17.74
SPXC,33.85
SQI,
SQM,57.33
SR,71.25
SRCE,52.66
SRCL,64.09
SRLS,2.991
SRSL,2.991
SRYB,13.31
SSB,87.7
SSD,61.32
SSFN,11.75
SSI,2.7099
SSNC,48.895
SSRX,2.991
SSYS,19.97
ST,52.43
STAA,24.4
STAK,2.991
STBA,43.91
STBZ,33.81
STC,41.89
STE1,2.991
STEC1,2.991
STEI,2.991
STEL,2.991
STI,69.22
STJ,2.991
STL,24.45
STLD,48.42
STMP,250.35
STN,25.79
STND,30.05
STNR,2.991
STR,2.991
STRA,104.405
STRZA,
STS,
STSA,2.991
STT,102.6125
STWD,21.53
STX,57.75
STZ,221.07
SU,40.71
SUG,2.991
SUMR,0.93
SUP,17.075
SUPX,2.991
SURG,0.26025
SURW,2.991
SUSQ,2.991
SVM,2.8915
SVT,10
SWC,2.991
SWI,
SWK,143.94
SWKS,99
SWM,43.39
SWY,2.991
SXI,95.85
SXT,68.665
SYA,2.991
SYBT,38.3
SYEV,0.35
SYK,169.44
SYKE,27.09
SYMC,21.835
SYNA,42.9055
SYNO,2.991
SYNT,30.66
SYPR,1.4799
SYX,31.02
SYY,62.82
T,32.32
TAC,5.25
TACT,11.65
TAP,60.525
TARO,110.92
TAST,12.04
TAYC,
TAYD,10.05
TBI,24.9
TBNK,30.19
TCBI,102
TCFC,37
TCP,25.76
TCX,63.35
TD,58.84
TDC,38.73
TDG,333.97
TDS,25.995
TDY,198.16
TE,2.993
TEA,2.993
TECD,82.415
TECH,152.3
TECK,28.21
TEF,9.845
TEG,2.993
TEL,95.18
TEO,22.27
TER,36.82
TESS,18.4
TEVA,20.31
TFM,
TFSL,15.085
TFX,266.94
TG,20.6493
TGI,22.6
TGNA,10.775
TGP,17.9
TGT,72.905
TGX,2.993
THC,32.64
THFF,42.6
THG,120.13
THI,
THO,98.06
THOR,2.993
THRD,2.993
THRM,35.15
THS,47.01
TIBX,2.993
TIS,5.32
TISA,1.09
TISI,21
TIVO1,2.993
TJX,84.82
TKC,7.73
TKR,47.85
TLF,7.9725
TLK,25.12
TLP,37.71
TLRD,35.19
TLSMF,2.993
TM,138.2748
TMH,2.993
TMK,85.29
TMO,218.8
TMP,80.51
TNAV,5.25
TNB,2.993
TNC,72.75
TNH,83.96
TNS,2.993
TOFC,2.993
TOT,64.25
TOX,2.993
TPCG,2.993
TPGI,2.993
TPI,2.993
TPL,633
TPR,45.85
TPX,48.06
TR,27.9
TRAK,2.993
TRCB,17.06
TRCR,2.993
TRGP,48.69
TRIB,4.72
TRLG,2.993
TRMB,34.96
TRMK,32.01
TRNS,16.5
TROW,117.95
TRP,43.83
TRS,28.25
TRST,8.7
TRV,131.06
TRW,
TRXI,
TSCO,70.609
TSH,2.993
TSM,40.14
TSN,67.865
TSS,88.25
TSYS,
TTC,58.03
TTEC,32.7
TTEK,53.2
TTGT,23.845
TTI,4.61
TTM,23.9025
TTMI,16.26
TTWO,115.57
TU,35.89
TUC,
TUP,44.07
TV,18.475
TW,
TWC,2.993
TWGP,2.993
TWIN,28.5
TWMC,1.31
TWO,15.58
TWTC,2.993
TWX,94.27
TXN,110.54
TXRH,60.41
TXT,65.53
TYL,232.04
TYPE,21.05
TZOO,15.2
UAL,66.89
UAN,3.02
UBA,20.61
UBCP,13.7
UBNK,17.05
UBNK1,2.9950001
UBOH,22.5
UBSH,40.22
UBSI,34.8
UCBA,26.05
UCFC,10.3
UCTT,18.2525
UDR,36.09
UEIC,28.55
UEPS,10.33
UFPT,31.4
UFS,45.88
UG,18.9401
UGA,35.0852
UGI,50
UGP,15.21
UHAL,343.26
UHN,21.235
UHS,118.55
UIHC,20.32
ULH,23.9
ULTA,248.53
ULTI,263.29
UMBF,78.595
UMPQ,23.83
UNB,50.9
UNF,172.181
UNFI,45.27
UNH,242.49
UNM,38.115
UNP,141.83
UNTD,86.31
UNTY,23.1
UONE,1.75
UPGI,1
UPS,116.97
URBN,40.605
URI,166.9
USB,51.36
USHS,2.9950001
USLM,77.13
USM,37.03
USNA,112
USO,14.3548
USPH,90.75
UTEK,2.9950001
UTHR,105.21
UTI,3.12
UTIW,2.9950001
UTMD,101.3
UTX,125.46
UVSP,29.525
UVV,46.7
UWHR,6
V,132.22
VALE,14.95
VALU,20.36
VAR,117.96
VASC,101.3
VCBI,2.9950001
VCI,2.9950001
VDSI,20.25
VECO,16.65
VERU,1.63
VFC,77.755
VG,11.29
VHI,7.215
VIAB,28.435
VIAV,9.95
VICR,38.2682
VIDE,1.05
VIFL,2.9950001
VIV,13.0299
VIVO,13.975
VLGEA,27.4
VLO,115.38
VLOV,2.9950001
VLTR,2.9950001
VLY,12.86
VMI,144.45
VMW,142.86
VNO,69.19
VOD,28.55
VOXX,5.325
VPCO,2.9950001
VPHM,2.9950001
VR,67.295
VRA,10.49
VRNT,41.8
VRTS,123.275
VRTU,50.59
VRTX,157.23
VRX,21.02
VSCP,2.9950001
VSEC,49.76
VSH,21.425
VSI,4.95
VSNT,2.9950001
VSR,2.9950001
VTR,53.12
VVC,69.9702
VVI,50
VYFC,
VZ,48.54
WAB,94.015
WABC,56.56
WAC1,2.9950001
WAFD,32.25
WAIR,10.325
WAL,61.68
WASH,57
WAT,195.96
WAYN,19.25
WBA,64.69
WBC,129.925
WBK,22.59
WBKC,19.25
WBMD,2.9950001
WBS,63.74
WBSN,2.9950001
WCBO,2.9950001
WCC,60.35
WCG,219.78
WCN,75.81
WCRX,2.9950001
WD,55.34
WDC,82.11
WDFC,131.95
WDR,18.78
WEC,61.85
WEN,16.5
WERN,37.025
WES,51.76
WETF,11.595
WEX,177.92
WEYS,32.12
WFC,54.509
WFM,
WGL,88.06
WHG,58.65
WHLM,7.3
WIFI,20.79
WILC,6.83
WIN,1.46
WINA,136.75
WIRE,47.05
WIT,4.745
WLFC,33.18
WLK,117.75
WLT,
WLTW,155.08
WM,82.89
WMAR,23.7
WMB,27.27
WMK,48.06
WMS1,2.9950001
WMT,84.27
WNEB,10.95
WNR,2.9950001
WNS,49.11
WOOF,2.9950001
WOR,45.96
WPC,65.4
WPM,21.965
WPP,88.22
WRB,76.8
WRE,28.5
WRLD,109.77
WRLS1,2.9950001
WSB,2.9950001
WSBC,45.46
WSCI,4.85
WSFS,51.05
WSM,48.28
WSO,178.64
WSR,11.9
WST,90.38
WSTG,13.95
WSTL,3
WTBA,24.45
WTFC,92.62
WTR,34.5
WTS,76.8
WTSL,2.9950001
WU,19.755
WVFC,16.16
WVVI,8.1898
WWD,73.68
WWE,43.61
WWW,31.61
WX,2.9950001
WY,36.47
WYN,112.34
WYNN,193
WYY,0.5101
XCRA,13.705
XEL,45.07
XIN,5.47
XLNX,71.41
XLS,2.9950001
XOM,81.8469
XOXO,28.92
XRAY,47.7
XRIT,2.9950001
XRTX,2.9950001
XRX,27.7
XXIA,3.75
XYL,73.875
Y,584.7691
YCB,
YDNT,2.9950001
YNDX,35.55
YORW,31.9
YPF,20.5
YUANF,18
YUM,84.22
ZAGG,14.931
ZAHLY,2.9950001
ZARLF,
ZBH,115.521
ZBRA,154.874
ZEP,2.9950001
ZIGO,2.9950001
ZIXI,5.32
ZOLL,2.9950001
ZUMZ,24.3
ZX,1.39
